1,20,0
1,24,0
1,26,0
1,28,0
1,18,1
1,22,1
1,31,1
1,30,1
3,16,1
1,14,2
1,18,2
1,32,2
1,10,3
1,12,3
1,16,3
1,34,3
1,36,3
1,38,3
4,24,3
1,9,5
1,39,5
16,24,10
3,12,6
3,16,6
3,33,6
1,8,7
1,40,7
4,18,6
1,5,8
1,7,8
1,40,8
1,42,8
1,44,8
1,46,8
3,25,9
12,38,12
4,28,8
1,4,10
2,47,10
2,45,10
2,42,10
2,40,10
2,44,10
1,3,12
16,14,13
1,4,13
16,37,20
16,44,14
11,25,16
1,4,14
1,4,15
2,49,15
4,14,15
1,8,17
1,6,17
1,5,17
1,39,17
4,26,17
1,9,19
1,39,19
0,25,10
1,39,21
3,14,21
1,9,22
5,18,21
1,38,23
16,13,21
1,10,24
4,28,23
1,11,25
1,37,25
1,12,26
1,36,26
1,35,26
1,13,28
1,34,28
1,15,29
1,16,30
1,32,30
1,16,32
1,32,33
1,32,34
1,17,35
1,32,36
13,27,39
1,17,37
1,19,38
1,31,38
1,18,39
1,30,39
1,16,41
1,32,41
1,32,42
1,16,43
1,16,44
1,32,45
1,17,46
1,32,47
