50:50
2,11,8
2,11,22
2,19,30
2,19,34
2,13,6
2,18,6
2,22,2
2,28,2
2,32,6
2,37,6
2,39,8
2,39,22
2,32,29
2,32,34
2,15,6
2,16,6
2,17,6
2,19,5
2,20,4
2,21,3
2,24,2
2,23,2
2,25,2
2,26,2
2,27,2
2,29,3
2,31,5
2,33,6
2,35,6
2,34,6
2,36,6
2,38,7
2,39,9
2,39,11
2,39,10
2,39,12
1,39,13
1,39,14
1,39,15
2,39,16
2,39,18
2,39,19
2,39,17
2,39,21
2,39,20
2,38,23
2,37,24
2,36,25
2,35,26
2,34,27
2,33,28
2,32,30
2,32,31
2,32,32
2,32,33
2,30,34
2,31,34
2,29,34
2,28,34
2,27,34
2,24,34
2,23,34
2,21,34
2,20,34
2,22,34
2,19,31
2,19,32
2,19,33
2,18,29
2,16,27
2,15,26
2,14,25
2,13,24
2,12,23
2,11,21
2,11,20
2,11,19
2,11,18
2,11,17
1,11,15
2,11,16
1,11,13
1,11,14
2,11,12
2,11,11
2,11,10
2,11,9
2,12,7
2,19,29
5,20,33
5,21,33
5,22,33
5,23,33
5,24,33
5,27,33
5,28,33
5,29,33
5,30,33
5,31,32
5,20,31
5,21,31
5,22,31
5,23,31
5,24,31
5,27,31
5,29,31
5,28,31
5,30,31
5,31,30
5,20,35
5,21,35
5,22,35
5,23,35
5,24,35
5,27,35
5,28,35
5,29,35
5,30,35
5,20,32
5,21,32
5,23,32
5,22,32
5,24,32
5,27,32
5,28,32
5,29,32
5,30,32
5,31,31
5,31,33
2,20,36
2,21,36
2,22,36
2,24,36
2,23,36
2,27,36
2,28,36
2,29,36
2,30,36
5,20,37
5,21,37
5,22,37
5,23,37
5,24,37
5,27,37
5,28,37
5,29,37
5,30,37
5,31,35
2,31,36
5,31,37
5,20,30
5,21,30
5,22,30
5,23,30
5,24,30
5,27,30
5,28,30
5,29,30
5,30,30
2,19,35
2,19,36
2,19,37
2,32,35
2,32,36
2,32,37
2,20,29
2,22,29
2,21,29
2,23,29
2,24,29
2,28,29
2,27,29
2,29,29
2,30,29
2,31,29
2,19,38
2,20,38
2,21,38
2,22,38
2,23,38
1,24,38
1,27,38
2,28,38
2,30,38
2,29,38
2,31,38
2,32,38
2,22,42
2,21,42
2,20,42
2,29,42
2,30,42
2,31,42
2,32,42
2,19,43
2,19,44
2,19,45
2,19,46
2,19,47
2,19,48
2,20,48
2,21,48
2,22,48
2,23,48
2,24,48
2,25,48
2,26,48
2,27,48
2,28,48
2,29,48
2,30,48
2,31,48
2,32,48
2,32,47
2,32,46
2,32,45
2,32,43
2,32,44
1,25,46
1,26,46
1,27,46
2,14,6
2,30,4
7,19,9
7,20,9
7,22,9
7,21,9
7,21,8
7,20,8
7,20,10
7,21,10
7,26,6
7,26,7
7,27,6
7,27,7
7,25,6
7,26,5
7,27,5
7,28,6
7,30,9
7,30,10
7,31,10
7,31,9
7,30,11
7,31,11
7,32,10
7,29,10
7,16,17
7,17,17
7,17,18
7,16,18
7,16,19
7,17,19
7,18,18
7,15,18
2,24,14
2,24,15
2,25,15
2,26,15
2,26,14
2,24,13
2,25,13
2,26,13
6,25,14
7,20,23
7,20,24
7,20,25
7,21,25
7,21,23
7,21,24
7,19,24
7,22,24
7,27,22
7,27,21
7,27,20
7,28,20
7,28,21
7,28,22
7,29,21
7,26,21
7,30,25
7,30,26
7,31,26
7,31,25
7,31,24
7,30,24
7,29,25
7,32,25
2,17,28
2,11,23
2,12,24
2,13,25
2,14,26
2,15,27
2,16,28
2,17,29
2,33,29
2,34,28
2,35,27
2,36,26
2,37,25
2,38,24
2,39,23
2,39,7
2,38,6
2,32,5
2,31,4
2,30,3
2,29,2
2,21,2
2,20,3
2,19,4
2,18,5
2,12,6
2,11,7
1,10,13
1,9,13
1,8,13
1,7,13
1,7,15
1,8,15
1,9,15
1,10,15
1,12,15
1,12,14
1,12,13
1,10,14
1,9,14
1,8,14
1,13,13
