1,34,1
1,45,1
1,13,2
1,18,2
1,20,2
1,30,2
1,42,2
1,39,2
1,41,2
1,36,2
1,16,2
1,33,2
1,24,3
1,45,5
1,13,5
1,45,8
1,12,8
6,39,7
8,28,7
1,45,10
1,4,11
1,1,12
1,1,12
1,11,12
1,10,12
1,44,12
1,2,12
1,6,12
1,8,12
1,12,13
1,0,13
8,28,35
1,44,14
6,39,13
1,0,15
2,5,15
1,0,16
1,45,16
2,3,16
2,7,16
8,34,19
1,0,18
2,13,18
2,46,18
8,4,20
2,43,19
0,25,10
1,0,20
2,42,20
8,20,27
8,30,19
2,9,21
2,47,21
1,0,22
2,11,22
1,2,23
1,4,23
1,6,24
1,45,25
8,32,21
1,7,26
1,9,26
1,11,26
1,45,26
1,49,26
6,15,26
6,38,26
1,12,28
1,48,28
1,11,29
1,45,29
1,44,30
1,11,31
1,45,31
1,12,32
1,45,32
4,15,32
4,38,32
1,12,34
1,12,35
1,45,35
1,11,36
1,44,37
1,12,38
1,43,38
1,12,39
1,14,39
1,16,39
1,18,39
1,20,39
1,24,39
1,31,39
1,28,39
1,35,39
1,33,39
1,40,39
1,38,39
1,43,39
1,42,39
1,19,40
1,21,40
1,23,40
1,29,40
1,27,40
1,26,40
1,32,40
1,39,40
1,37,40
